,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,city_fix,gender_encoded,relevent_experience_encoded,enrolled_university_encoded,education_level_encoded,major_discipline_encoded,experience_encoded,company_size_encoded,company_type_encoded,last_new_job_encoded
2877,3942,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,212,0,103,1,0,3,0,5,14,1,5,1
2878,20929,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,2,11,1,103,1,0,3,0,2,5,1,5,2
2879,32184,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,29,0,136,1,0,2,0,5,3,7,5,1
2880,1226,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,8,0,103,1,0,3,0,5,10,0,5,1
2881,32219,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,2,14,0,114,1,0,3,2,5,13,4,5,2
2882,11560,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,0,138,1,0,3,0,5,21,3,5,1
2883,5107,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,143,0,103,1,0,3,0,5,21,4,1,1
2884,18492,city_116,0.743,Female,No relevent experience,Full time course,Masters,STEM,4,No information,Other,1,131,0,116,0,1,0,2,5,4,8,3,1
2885,15527,city_28,0.9390000000000001,Male,Has relevent experience,Part time course,High School,Other,6,10000+,Other,1,144,0,28,1,0,2,1,4,6,3,3,1
2886,31915,city_21,0.624,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,23,0,21,3,0,3,0,5,4,4,5,0
2887,9949,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,35,0,75,1,0,3,0,5,15,4,5,5
2888,4060,city_89,0.925,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,>4,6,0,89,3,0,3,2,5,19,7,5,5
2889,29365,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,242,0,114,1,0,3,2,5,21,4,5,5
2890,24683,city_103,0.92,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,56,0,103,3,0,3,0,5,17,4,5,5
2891,24850,city_149,0.6890000000000001,Prefer not to say,No relevent experience,no_enrollment,Graduate,Other,3,No information,Other,never,43,0,149,3,1,3,0,4,3,8,3,0
2892,33133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,82,0,103,1,0,3,0,5,9,3,5,1
2893,27621,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,43,0,114,1,0,3,0,3,21,1,5,1
2894,19085,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,9,0,114,1,0,3,0,5,10,2,5,1
2895,4481,city_21,0.624,Prefer not to say,No relevent experience,Full time course,Masters,STEM,3,<10,Funded Startup,1,7,0,21,3,1,0,2,5,3,7,1,1
2896,26619,city_12,0.64,Male,Has relevent experience,Full time course,High School,Other,3,100-500,Other,never,56,0,12,1,0,0,1,4,3,1,3,0
2897,20646,city_50,0.8959999999999999,Prefer not to say,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Other,never,97,0,50,3,0,0,2,5,8,2,3,0
2898,11757,city_64,0.6659999999999999,Male,No relevent experience,Full time course,High School,Other,4,No information,Other,1,41,0,64,1,1,0,1,4,4,8,3,1
2899,3687,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,2,100-500,Pvt Ltd,1,43,0,103,1,1,0,0,1,2,1,5,1
2900,26770,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,99,1,21,1,0,3,0,5,6,4,5,1
2901,19156,city_23,0.899,Prefer not to say,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,>4,34,0,23,3,1,3,0,5,5,1,4,5
2902,32091,city_171,0.664,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Early Stage Startup,1,188,1,171,3,0,3,0,5,4,0,0,1
2903,19787,city_21,0.624,Prefer not to say,Has relevent experience,No information,Graduate,STEM,4,100-500,Pvt Ltd,3,11,0,21,3,0,1,0,5,4,1,5,3
2904,28262,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,37,0,45,1,0,0,0,5,7,4,5,1
2905,14965,city_103,0.92,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,1,No information,Other,1,70,0,103,3,0,3,2,5,1,8,3,1
2906,32142,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Public Sector,1,12,0,162,1,0,3,0,5,19,1,4,1
2907,18501,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,No information,Other,>4,6,0,65,1,0,3,0,5,15,8,3,5
2908,20099,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,Other,16,100-500,Funded Startup,1,22,0,173,1,0,3,1,4,16,1,1,1
2909,4095,city_10,0.895,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,25,0,10,3,0,3,2,5,21,1,5,1
2910,19187,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,226,0,103,1,0,3,0,5,14,1,5,2
2911,12361,city_21,0.624,Prefer not to say,No relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,23,0,21,3,1,0,0,5,0,7,0,1
2912,3552,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,Other,16,<10,Pvt Ltd,never,66,0,114,1,0,3,1,4,16,7,5,0
2913,30288,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,>4,8,0,103,1,0,3,0,5,18,2,5,5
2914,22299,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,70,0,114,1,0,3,2,5,21,0,5,5
2915,19737,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,33,0,16,1,0,3,0,5,15,3,5,5
2916,10694,city_116,0.743,Female,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,44,0,116,0,0,0,0,5,3,2,5,1
2917,1441,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,16,No information,Other,never,96,0,103,1,1,0,2,5,16,8,3,0
2918,4798,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,1,No information,Other,1,29,0,160,0,1,3,0,0,1,8,3,1
2919,5488,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Funded Startup,1,4,0,103,1,0,3,0,5,19,4,1,1
2920,13058,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,No information,Public Sector,1,116,1,103,1,1,0,0,5,6,8,4,1
2921,26974,city_103,0.92,Male,Has relevent experience,Full time course,High School,Other,6,100-500,Funded Startup,3,167,0,103,1,0,0,1,4,6,1,1,3
2922,29032,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,3,10,0,16,0,0,3,0,5,12,0,5,3
2923,26033,city_114,0.9259999999999999,Prefer not to say,No relevent experience,no_enrollment,High School,Other,3,No information,Other,never,56,0,114,3,1,3,1,4,3,8,3,0
2924,11430,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,Other,12,No information,Other,1,70,1,103,1,0,3,4,4,12,8,3,1
2925,25401,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,96,0,103,1,0,3,0,5,9,3,5,4
2926,4532,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,Other,3,100-500,Funded Startup,1,5,0,67,1,0,3,1,4,3,1,1,1
2927,24203,city_21,0.624,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,6,1,21,3,0,3,2,5,9,4,5,5
2928,4009,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,No information,Other,never,134,0,65,1,1,0,0,5,4,8,3,0
2929,20955,city_39,0.898,Male,No relevent experience,Full time course,Graduate,STEM,3,No information,Other,1,8,0,39,1,1,0,0,5,3,8,3,1
2930,31671,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,30,0,24,1,0,3,2,5,21,1,5,1
2931,1654,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,12,0,103,1,0,3,0,5,16,1,5,1
2932,15829,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,15,0,103,1,0,3,0,5,21,0,5,2
2933,7961,city_28,0.9390000000000001,Prefer not to say,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,1,86,0,28,3,0,0,0,5,5,7,5,1
2934,2133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,29,0,103,1,0,3,0,5,19,2,5,1
2935,23467,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,50,0,103,1,0,2,0,5,7,2,5,1
2936,16164,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,3,144,0,102,1,0,3,0,5,13,2,5,3
2937,15283,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,<1,No information,Other,never,77,0,103,1,1,0,0,5,0,8,3,0
2938,11342,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,High School,Other,>20,10000+,Pvt Ltd,>4,116,0,75,1,0,3,1,4,21,3,5,5
2939,29782,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,No information,Other,never,19,0,45,1,1,0,0,5,5,8,3,0
2940,21760,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,19,0,36,1,0,2,0,5,6,7,5,1
2941,29097,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,22,0,28,1,0,3,2,5,21,3,5,5
2942,26721,city_21,0.624,Prefer not to say,No relevent experience,Full time course,Graduate,STEM,10,No information,Other,never,25,1,21,3,1,0,0,5,10,8,3,0
2943,10140,city_162,0.767,Male,No relevent experience,Full time course,High School,Other,<1,No information,Other,1,80,0,162,1,1,0,1,4,0,8,3,1
2944,5462,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Business Degree,15,No information,Other,>4,76,0,21,1,0,3,2,1,15,8,3,5
2945,11832,city_36,0.893,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,34,0,36,0,0,3,2,5,14,1,5,1
2946,28015,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,2,162,0,103,1,0,3,0,5,13,5,5,2
2947,7208,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,No information,Other,2,188,0,21,1,0,3,0,5,5,8,3,2
2948,19748,city_103,0.92,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Other,1,17,0,103,3,0,3,0,5,6,0,3,1
2949,7890,city_21,0.624,Prefer not to say,No relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,94,0,21,3,1,0,0,5,10,1,5,5
2950,22639,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,77,0,176,1,0,3,0,5,4,0,5,1
2951,20905,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,29,1,89,1,0,3,0,5,10,1,5,5
2952,10727,city_21,0.624,Female,Has relevent experience,Part time course,Graduate,STEM,18,10/49,Other,never,38,0,21,0,0,2,0,5,18,0,3,0
2953,30964,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,No information,Pvt Ltd,never,114,1,65,1,1,0,0,5,4,8,5,0
2954,21040,city_21,0.624,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,69,0,21,3,0,3,2,5,5,3,5,1
2955,10985,city_28,0.9390000000000001,Prefer not to say,Has relevent experience,no_enrollment,High School,Other,6,50-99,Pvt Ltd,1,2,0,28,3,0,3,1,4,6,4,5,1
2956,10672,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,NGO,3,48,0,16,0,1,3,0,5,0,4,2,3
2957,29385,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,16,0,46,1,0,3,0,5,8,3,5,1
2958,30244,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,2,26,0,16,1,0,3,0,5,19,2,5,2
2959,3007,city_21,0.624,Prefer not to say,Has relevent experience,Part time course,Phd,Other,4,50-99,Pvt Ltd,1,8,1,21,3,0,2,3,4,4,4,5,1
2960,10183,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,3,122,0,103,0,0,3,2,5,11,5,5,3
2961,11450,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Public Sector,>4,48,0,114,1,1,3,2,5,19,2,4,5
2962,17465,city_10,0.895,Female,No relevent experience,Full time course,Graduate,STEM,7,No information,NGO,1,21,1,10,0,1,0,0,5,7,8,2,1
2963,26857,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,46,0,97,1,0,3,0,5,4,4,5,1
2964,2408,city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,6,No information,Other,1,210,0,57,1,0,0,2,5,6,8,3,1
2965,6528,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,102,0,21,1,0,3,0,5,18,3,5,5
2966,11284,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,19,0,114,1,0,3,2,5,16,3,5,1
2967,24670,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,330,0,103,1,0,3,0,5,15,1,5,5
2968,28809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,64,0,103,1,0,3,0,5,10,1,5,0
2969,27813,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,16,5000-9999,Public Sector,>4,258,0,16,1,0,3,3,2,16,6,4,5
2970,10876,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,67,0,100,1,0,3,0,5,21,4,5,0
2971,10891,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,>4,15,0,23,1,0,3,0,5,20,5,5,5
2972,19496,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,No information,Other,1,15,0,16,1,0,3,0,5,16,8,3,1
2973,1216,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,80,0,173,1,0,3,2,5,21,2,5,2
2974,9481,city_103,0.92,Prefer not to say,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Pvt Ltd,4,12,0,103,3,0,0,0,5,9,0,5,4
2975,25880,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,1,103,1,0,3,0,5,21,1,5,5
2976,23385,city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Other,4,224,0,104,1,1,3,0,5,5,1,3,4
2977,24845,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,332,0,103,1,1,3,2,5,14,4,5,1
2978,15261,city_83,0.9229999999999999,Male,Has relevent experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,>4,10,0,83,1,0,2,2,5,6,3,5,5
2979,23102,city_104,0.924,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,>20,No information,Other,>4,43,0,104,3,0,3,0,5,21,8,3,5
2980,9030,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,1,84,1,21,1,0,3,0,5,12,1,1,1
2981,32903,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,15,0,114,1,1,3,2,5,21,4,4,5
2982,24665,city_103,0.92,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,10,No information,Other,1,24,0,103,3,0,3,2,5,10,8,3,1
2983,14752,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,220,1,21,1,0,2,0,5,2,1,5,1
2984,11017,city_11,0.55,Prefer not to say,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,106,0,11,3,0,0,0,5,4,1,5,1
2985,4722,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,never,106,0,114,1,0,3,2,5,6,5,5,0
2986,2415,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Other,>4,228,0,114,1,0,3,2,5,16,4,3,5
2987,27092,city_114,0.9259999999999999,Female,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,4,28,0,114,0,1,0,0,5,10,2,4,4
2988,23711,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,19,No information,Other,>4,24,0,90,1,0,2,0,5,19,8,3,5
2989,8360,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,31,0,103,1,0,3,0,5,9,1,5,2
2990,22737,city_16,0.91,Prefer not to say,No relevent experience,no_enrollment,Masters,STEM,7,50-99,Early Stage Startup,1,18,0,16,3,1,3,2,5,7,4,0,1
2991,30302,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163,0,21,1,0,0,0,5,6,1,5,4
2992,11351,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,No information,Pvt Ltd,1,22,0,160,1,0,3,0,5,14,8,5,1
2993,32276,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,18,0,103,1,0,3,0,5,9,1,5,3
2994,17713,city_114,0.9259999999999999,Prefer not to say,No relevent experience,no_enrollment,Phd,Humanities,>20,No information,Other,1,48,0,114,3,1,3,3,2,21,8,3,1
2995,16825,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64,0,103,1,0,3,0,5,21,2,5,5
2996,15784,city_136,0.897,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,68,0,136,3,0,3,2,5,21,4,5,5
2997,13531,city_136,0.897,Prefer not to say,Has relevent experience,no_enrollment,Graduate,Other,11,<10,Other,2,88,0,136,3,0,3,0,4,11,7,3,2
2998,5116,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,165,0,103,1,0,3,0,5,17,4,5,4
2999,1545,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,55,0,103,1,0,3,0,5,7,4,5,4
3000,31619,city_64,0.6659999999999999,Male,No relevent experience,Part time course,Masters,Humanities,2,No information,Other,2,81,0,64,1,1,2,2,2,2,8,3,2
3001,17959,city_173,0.878,Male,No relevent experience,Full time course,Masters,STEM,9,No information,Other,1,50,0,173,1,1,0,2,5,9,8,3,1
3002,28912,city_28,0.9390000000000001,Male,Has relevent experience,Part time course,High School,Other,13,100-500,Pvt Ltd,2,12,0,28,1,0,2,1,4,13,1,5,2
3003,10498,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,3,14,0,71,1,0,3,2,5,21,1,1,3
3004,32105,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,2,34,0,21,1,0,2,0,5,14,1,5,2
3005,14125,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,6,0,16,1,0,3,0,5,7,6,5,2
3006,31331,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,282,0,50,1,0,3,0,5,11,4,5,5
3007,231,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Other,1,52,1,46,1,0,3,0,5,4,6,3,1
3008,25701,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,Other,15,10000+,Pvt Ltd,1,39,0,114,1,0,3,1,4,15,3,5,1
3009,1099,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,0,138,1,0,2,0,5,21,2,5,2
3010,4483,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,68,0,103,1,0,3,0,5,14,7,5,1
3011,32061,city_102,0.804,Prefer not to say,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,78,0,102,3,0,3,2,5,14,1,5,1
3012,12518,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,81,0,138,1,0,3,0,5,11,2,5,1
3013,5273,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,1,No information,Other,1,76,0,136,1,0,3,2,5,1,8,3,1
3014,23202,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,4,1,103,1,0,3,0,5,7,2,5,4
3015,27795,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Other,6,No information,Other,never,336,0,103,1,1,3,4,4,6,8,3,0
3016,11198,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,41,0,103,1,0,3,0,5,21,3,5,5
3017,29657,city_103,0.92,Prefer not to say,No relevent experience,Part time course,Graduate,Business Degree,<1,50-99,Pvt Ltd,1,15,0,103,3,1,2,0,1,0,4,5,1
3018,4848,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,44,0,67,0,0,3,0,5,2,4,1,1
3019,21197,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,>4,70,0,99,1,0,3,0,5,7,6,5,5
3020,19904,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,No information,Other,1,29,0,103,1,0,3,0,5,21,8,3,1
3021,17340,city_176,0.764,Prefer not to say,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Early Stage Startup,1,7,0,176,3,0,0,0,5,6,0,0,1
3022,14383,city_89,0.925,Prefer not to say,Has relevent experience,no_enrollment,Graduate,Business Degree,13,10000+,Pvt Ltd,1,26,0,89,3,0,3,0,1,13,3,5,1
3023,16946,city_103,0.92,Prefer not to say,Has relevent experience,Part time course,Graduate,STEM,14,100-500,Public Sector,2,105,0,103,3,0,2,0,5,14,1,4,2
3024,4306,city_26,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,No information,Other,1,50,0,26,1,0,3,0,5,21,8,3,1
3025,27940,city_75,0.9390000000000001,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Early Stage Startup,2,148,0,75,3,0,3,0,5,21,4,0,2
3026,27821,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7,0,103,1,0,3,0,5,21,3,5,5
3027,14947,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,21,0,71,1,0,3,0,5,10,1,5,1
3028,29290,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,11,No information,Public Sector,2,42,0,152,1,1,0,2,5,11,8,4,2
3029,24119,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,Other,11,No information,Other,1,18,0,73,1,0,3,1,4,11,8,3,1
3030,33325,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,1,102,0,103,1,0,3,2,5,21,4,4,1
3031,28595,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,36,0,67,1,0,3,2,5,11,3,5,1
3032,14576,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Pvt Ltd,2,53,0,128,1,0,3,0,4,6,4,5,2
3033,32108,city_103,0.92,Prefer not to say,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,70,0,103,3,0,3,0,5,8,7,5,1
3034,26775,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,114,0,16,1,0,3,0,5,21,1,5,5
3035,775,city_16,0.91,Male,No relevent experience,Full time course,High School,Other,9,No information,Other,never,12,0,16,1,1,0,1,4,9,8,3,0
3036,4035,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,25,0,103,1,0,3,0,5,21,3,5,2
3037,6407,city_114,0.9259999999999999,Prefer not to say,Has relevent experience,Full time course,High School,Other,7,No information,Other,2,82,0,114,3,0,0,1,4,7,8,3,2
3038,27910,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,22,0,103,1,0,3,2,5,21,1,5,1
3039,33164,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,80,0,71,1,0,3,0,5,21,3,5,5
3040,30855,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,2,20,1,21,1,0,0,0,5,8,3,5,2
3041,15260,city_73,0.754,Male,No relevent experience,no_enrollment,Primary School,Other,10,No information,Other,never,15,0,73,1,1,3,4,4,10,8,3,0
3042,5581,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,>4,56,0,103,1,0,3,0,5,13,5,5,5
3043,12468,city_89,0.925,Prefer not to say,No relevent experience,no_enrollment,Masters,STEM,3,No information,Other,never,97,0,89,3,1,3,2,5,3,8,3,0
3044,15121,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,148,0,71,1,0,3,0,5,7,3,5,2
3045,20273,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,22,0,103,1,0,3,0,5,21,3,5,5
3046,18822,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,46,0,104,1,0,3,0,5,9,0,5,1
